,0,1,2,3,4,grupo
625,0.017363833,0.0041357237,0.014648126,0.008233631,0.95561874,4
626,0.97363025,0.0015377045,0.006004223,0.0025999015,0.016228016,0
627,0.9728923,0.001568131,0.006143878,0.0026554596,0.016740207,0
628,0.97355527,0.0015406919,0.006018597,0.002605458,0.016279921,0
629,0.0015800816,0.9802062,0.0030830903,0.011885022,0.0032456685,1
630,0.0058310567,0.0029915713,0.9693129,0.010755408,0.011109,2
631,0.0016412863,0.97892433,0.0032478725,0.012820589,0.0033659537,1
632,0.60934603,0.013479574,0.056736242,0.024151118,0.2962871,0
633,0.9745674,0.0015038147,0.0058085467,0.002532104,0.015588249,0
634,0.005751046,0.0029506974,0.9696196,0.010631669,0.011047055,2
635,0.0058086137,0.0030001432,0.96928245,0.0108205015,0.011088222,2
636,0.0057444805,0.0029689737,0.9695207,0.010729678,0.011036113,2
637,0.0016119049,0.9798007,0.0031483076,0.012135383,0.0033037292,1
638,0.97397614,0.0015327564,0.005980645,0.0025891862,0.015921256,0
639,0.005809568,0.0029975097,0.96929854,0.0108060995,0.011088217,2
640,0.0057993867,0.0029949944,0.96932316,0.010803611,0.011078778,2
641,0.9735914,0.0015370487,0.0059931674,0.0025980843,0.01628036,0
642,0.002518066,0.011708931,0.010659607,0.9691053,0.006008077,3
643,0.005813194,0.0030170728,0.9691658,0.010903073,0.011100823,2
644,0.005895411,0.0030959875,0.9685416,0.011233037,0.011233934,2
645,0.045040727,0.017910363,0.7592878,0.059276275,0.118484944,2
646,0.0058656526,0.0030219841,0.9690873,0.010875487,0.011149586,2
647,0.011919492,0.0078209145,0.9225558,0.032413762,0.025290068,2
648,0.016422223,0.0030937137,0.011130465,0.005988663,0.9633649,4
649,0.01609603,0.0031526233,0.011814071,0.0062299985,0.9627073,4
650,0.0015658878,0.97992826,0.003077411,0.0121696135,0.0032588742,1
651,0.0015651544,0.980371,0.003054346,0.01179163,0.0032178594,1
652,0.9739691,0.0015183575,0.0058577214,0.002558146,0.016096676,0
653,0.0057157846,0.0029613362,0.96955925,0.010726333,0.01103728,2
654,0.9728969,0.0015672039,0.006136012,0.0026534323,0.016746465,0
655,0.015321355,0.003120285,0.0111591425,0.006090192,0.964309,4
656,0.97469485,0.0015047673,0.00578953,0.0025298798,0.015481039,0
657,0.97281986,0.0015696851,0.006141932,0.0026573772,0.016811065,0
658,0.974658,0.0014993256,0.0057401573,0.0025179961,0.01558461,0
659,0.0058039012,0.0029814348,0.9694026,0.0107307285,0.011081362,2
660,0.0057749203,0.002984274,0.96940964,0.010774192,0.011057013,2
661,0.01581599,0.0031053426,0.010971086,0.006002997,0.9641046,4
662,0.002527959,0.012062091,0.010572346,0.9688116,0.0060259523,3
663,0.0016166888,0.9798966,0.003134024,0.012012371,0.0033402813,1
664,0.035444874,0.0074119507,0.034991715,0.015980478,0.906171,4
665,0.97308946,0.0015581525,0.0060910513,0.0026366657,0.016624697,0
666,0.973768,0.0015331974,0.005983701,0.0025914996,0.016123557,0
667,0.0058292127,0.0029338587,0.9694737,0.010506425,0.011256819,2
668,0.9743206,0.0015058308,0.0058053327,0.0025355935,0.015832568,0
669,0.005784591,0.002976004,0.9694533,0.0107225785,0.011063555,2
670,0.0058390573,0.0030133892,0.96916956,0.010857537,0.011120456,2
671,0.9745292,0.0015035392,0.005744943,0.0025240171,0.015698213,0
672,0.9745644,0.0015026852,0.0058017266,0.0025300998,0.015601159,0
673,0.0015141094,0.9807789,0.0029676114,0.0116088,0.00313052,1
674,0.003513902,0.019900234,0.013591467,0.95463383,0.008360552,3
675,0.9737193,0.0015314956,0.0059647122,0.0025876218,0.016196825,0
676,0.0057367664,0.0029547357,0.9696057,0.010666722,0.011036094,2
677,0.0025342992,0.011936762,0.0106779765,0.96882075,0.006030181,3
678,0.001616145,0.9799133,0.0031327405,0.012000333,0.0033375104,1
679,0.02791702,0.005868911,0.025914583,0.012401807,0.9278977,4
680,0.002516635,0.011882239,0.01057397,0.96902317,0.0060040224,3
681,0.005793411,0.0029860921,0.96938443,0.010764007,0.0110721,2
682,0.9728351,0.0015700484,0.00615104,0.002658742,0.01678503,0
683,0.0057731452,0.0029628498,0.96953845,0.010668147,0.011057416,2
684,0.0025215563,0.011866044,0.010618445,0.96898395,0.006009986,3
685,0.9715513,0.0016253841,0.0063608713,0.0027539122,0.01770843,0
686,0.0057701836,0.0029889047,0.96938175,0.010802736,0.0110564055,2
687,0.015849862,0.0031108337,0.010973085,0.006009597,0.9640566,4
688,0.029801942,0.0044193678,0.016508175,0.008434198,0.9408363,4
689,0.97322613,0.0015549426,0.00608877,0.0026319106,0.016498324,0
690,0.005792582,0.002999857,0.9692962,0.010835379,0.011075975,2
691,0.010733333,0.004991339,0.94423217,0.017563928,0.022479223,2
692,0.023421276,0.0037798772,0.013781325,0.007217155,0.95180035,4
693,0.0153089985,0.003135275,0.011172626,0.0061157756,0.96426725,4
694,0.0058388705,0.0029984305,0.96926314,0.010782265,0.01111731,2
695,0.005797027,0.0030021342,0.96927804,0.01084242,0.01108035,2
696,0.97269195,0.0015748907,0.0061613093,0.0026663379,0.016905444,0
697,0.0016038478,0.97966313,0.003152954,0.012291738,0.0032883813,1
698,0.023776999,0.0048187287,0.020472566,0.009999489,0.9409322,4
699,0.005783927,0.0029973912,0.9693179,0.01083188,0.011068889,2
700,0.9736222,0.0015382122,0.006007142,0.002600874,0.016231515,0
701,0.9727091,0.0015742135,0.006159657,0.0026652524,0.016891815,0
702,0.00580894,0.0029737118,0.9694409,0.010687348,0.011089146,2
703,0.0026753384,0.013087477,0.011119461,0.9668039,0.0063138246,3
704,0.0035433432,0.95810974,0.0067925504,0.024515,0.007039439,1
705,0.0057825777,0.002972701,0.9694746,0.010707751,0.011062468,2
706,0.0058122687,0.0029799442,0.9694021,0.010715027,0.011090668,2
707,0.0025590302,0.012193774,0.010735116,0.96843606,0.0060759992,3
708,0.97157425,0.0016256236,0.0063844286,0.0027568478,0.01765883,0
709,0.002544763,0.01220625,0.010626905,0.9685667,0.006055404,3
710,0.015498726,0.0031182906,0.011022304,0.0060482714,0.96431243,4
711,0.002544763,0.01220625,0.010626905,0.9685667,0.006055404,3
712,0.0058017587,0.002996899,0.96930903,0.010810891,0.01108138,2
713,0.0015651911,0.9800005,0.0030712837,0.012107031,0.0032560118,1
714,0.0015085503,0.9807404,0.0029649416,0.011664846,0.003121287,1
715,0.9731719,0.0015542837,0.0060723005,0.0026295197,0.016571982,0
716,0.9738407,0.0015314539,0.0059761237,0.002588154,0.016063472,0
717,0.97371703,0.0015345556,0.0059893453,0.00259403,0.016165042,0
718,0.9730044,0.0015609354,0.0060971165,0.0026410345,0.016696507,0
719,0.0058038775,0.0029966151,0.9693092,0.010807326,0.011083019,2
720,0.0025241592,0.0118967965,0.010623556,0.96894145,0.006013966,3
721,0.0025111486,0.011592817,0.010648729,0.9692373,0.006009985,3
722,0.0058091623,0.0029984817,0.96929276,0.010811249,0.011088328,2
723,0.0015615588,0.9803696,0.0030516475,0.011807557,0.003209593,1
724,0.0057902886,0.002989435,0.96936595,0.010784581,0.011069786,2
725,0.97334135,0.0015499719,0.0060650157,0.002622752,0.016420921,0
726,0.015595496,0.003068998,0.011078175,0.005983713,0.96427363,4
727,0.544777,0.014559968,0.06097354,0.026176767,0.3535127,0
728,0.97345006,0.0015442825,0.006033571,0.002611945,0.016360149,0
729,0.015487498,0.0031140393,0.011021365,0.0060425987,0.9643344,4
730,0.9725845,0.0015795245,0.006180864,0.0026745335,0.016980592,0
731,0.949335,0.0026787731,0.010743131,0.0045957346,0.032647472,0
732,0.006900339,0.0039733015,0.960446,0.015120835,0.013559516,2
733,0.97266865,0.0015770327,0.0061796336,0.0026710797,0.016903553,0
734,0.001686164,0.9792027,0.0032648027,0.012390795,0.0034554852,1
735,0.0017047332,0.97821486,0.0033691777,0.013224701,0.0034864787,1
736,0.0025180308,0.011740486,0.010646645,0.9690883,0.0060065207,3
737,0.0058210213,0.0029924691,0.96931887,0.010769079,0.011098571,2
738,0.0058080135,0.0030155357,0.9691797,0.010900781,0.011095967,2
739,0.005994449,0.0030681053,0.9678876,0.011137669,0.011912131,2
740,0.9730354,0.0015584705,0.0060747196,0.0026353528,0.01669612,0
741,0.97309554,0.001558107,0.006091918,0.0026366916,0.016617738,0
742,0.9734424,0.0015458749,0.0060447073,0.0026151435,0.016351804,0
743,0.002518066,0.011708931,0.010659607,0.9691053,0.006008077,3
744,0.9730298,0.0015603667,0.006099261,0.002640482,0.016670063,0
745,0.9735157,0.0015429487,0.0060310992,0.0026097489,0.0163005,0
746,0.015754607,0.0030665763,0.011041451,0.0059645018,0.96417284,4
747,0.024761148,0.003918873,0.014332185,0.0074747484,0.949513,4
748,0.016599976,0.0031007759,0.011204782,0.006005676,0.96308875,4
749,0.015681278,0.00307288,0.011008188,0.005970539,0.9642671,4
750,0.9735957,0.0015403979,0.006020153,0.0026050645,0.016238727,0
751,0.9716186,0.0016243017,0.006383027,0.0027550429,0.017619105,0
752,0.0025168073,0.011690941,0.010657553,0.96912766,0.0060070115,3
753,0.0057893614,0.0029901464,0.96936196,0.010789178,0.011069249,2
754,0.09940531,0.025685402,0.23543738,0.06694997,0.5725219,4
755,0.0154711595,0.00309453,0.011027702,0.0060164663,0.96439016,4
756,0.9729236,0.0015660874,0.0061309645,0.0026514179,0.01672799,0
757,0.0015584987,0.98044527,0.00304142,0.011748746,0.0032060524,1
758,0.9745857,0.0015005326,0.005745082,0.0025204495,0.015648205,0
759,0.097946934,0.0290595,0.38610962,0.08221921,0.40466475,4
760,0.0057684025,0.0029874186,0.96939254,0.010797121,0.011054505,2
761,0.002571179,0.012340205,0.010751683,0.9682358,0.006101154,3
762,0.96192086,0.0020874182,0.008358295,0.0035704712,0.024062915,0
763,0.005814569,0.0030055959,0.9692421,0.010842384,0.011095357,2
764,0.0058027585,0.0029996755,0.9692902,0.010824099,0.011083221,2
765,0.004856164,0.017410992,0.023334404,0.9425586,0.011839866,3
766,0.9736829,0.0015355687,0.00599358,0.0025958954,0.016192023,0
767,0.97434133,0.001524234,0.0059123714,0.0025688508,0.015653284,0
768,0.001615621,0.9797493,0.0031564697,0.012167857,0.0033107516,1
769,0.02510738,0.005618077,0.023801541,0.011824283,0.9336487,4
770,0.01531922,0.003120846,0.011228061,0.006105548,0.96422637,4
771,0.005747368,0.002966151,0.96953714,0.010712181,0.011037198,2
772,0.016967084,0.0032136552,0.011203892,0.0061508142,0.9624646,4
773,0.005807193,0.002977173,0.9694236,0.010706535,0.011085575,2
774,0.0017683263,0.9781907,0.0034300794,0.013002764,0.0036080873,1
775,0.015401582,0.003100052,0.011069902,0.006037188,0.96439135,4
776,0.0057886797,0.0029561215,0.969556,0.010620946,0.011078373,2
777,0.0016310654,0.9797986,0.0031611226,0.012055732,0.0033534751,1
778,0.0058069834,0.0029757079,0.969432,0.010699495,0.011085806,2
779,0.0015592981,0.98039603,0.003047216,0.011791998,0.003205521,1
780,0.0057627214,0.0029738953,0.9694823,0.010734542,0.011046526,2
781,0.0016041283,0.9799182,0.0031306844,0.0120574,0.003289607,1
782,0.9747478,0.0015022509,0.0057442356,0.0025210418,0.015484653,0
783,0.9731864,0.0015540632,0.006072461,0.002629254,0.016557807,0
784,0.97228813,0.0015931617,0.0062428787,0.0026991405,0.017176682,0
785,0.002521349,0.011808059,0.010642426,0.969018,0.0060101706,3
786,0.0017641197,0.97823364,0.0034225446,0.0129798725,0.0035997815,1
787,0.016043337,0.003076677,0.011040487,0.005964509,0.96387494,4
788,0.97324544,0.0015517602,0.0060633887,0.0026252035,0.016514227,0
789,0.015321568,0.0031186647,0.011181465,0.006092411,0.9642859,4
790,0.016005486,0.0030952438,0.0109918285,0.00598322,0.9639242,4
791,0.002523843,0.011993205,0.01057545,0.96889055,0.0060169036,3
792,0.9741883,0.0015134211,0.005871293,0.002553088,0.015873846,0
793,0.0025210846,0.0118116,0.010638488,0.96901965,0.006009141,3
794,0.01585074,0.003107911,0.010972452,0.006005192,0.9640637,4
795,0.001513227,0.9806532,0.0029747977,0.011723694,0.0031351643,1
796,0.016766896,0.003125795,0.011660448,0.006125904,0.9623209,4
797,0.0045674206,0.9319985,0.009727994,0.04428485,0.009421163,1
798,0.08785634,0.028371856,0.48729724,0.084163874,0.31231067,2
799,0.97334075,0.0015536919,0.0060908436,0.0026300037,0.016384732,0
800,0.97288096,0.0015667201,0.0061270455,0.0026518619,0.016773418,0
801,0.0057265786,0.002970195,0.96951115,0.010757192,0.011034889,2
802,0.0057328176,0.0029669877,0.96953386,0.0107327085,0.011033635,2
803,0.0058050766,0.0029973055,0.9693037,0.010809483,0.011084377,2
804,0.0058033317,0.0029870693,0.9693694,0.010759128,0.011081015,2
805,0.002535823,0.011991129,0.010664418,0.96877545,0.0060331253,3
806,0.005846308,0.003021345,0.96911085,0.010891156,0.011130376,2
807,0.4171082,0.015690865,0.06584428,0.028533153,0.4728235,4
808,0.0015965673,0.9800462,0.0031120162,0.01196845,0.0032768303,1
809,0.016567444,0.0032616807,0.0124290725,0.006490005,0.9612518,4
810,0.9733317,0.0015501019,0.006064766,0.0026229287,0.016430534,0
811,0.0057766684,0.0029604912,0.96954775,0.010653475,0.011061633,2
812,0.9510099,0.0026054147,0.010578386,0.0044839894,0.031322245,0
813,0.0058210194,0.002990487,0.96933067,0.010759482,0.011098314,2
814,0.0058353394,0.0030142947,0.9691671,0.010865479,0.011117772,2
815,0.0058217915,0.0030127205,0.96918917,0.010871675,0.011104669,2
816,0.01645233,0.0030867956,0.011221807,0.0059964415,0.96324265,4
817,0.0059123016,0.0029803296,0.9688029,0.010718744,0.011585781,2
818,0.0057790475,0.0029581557,0.96955717,0.010639761,0.011065828,2
819,0.015367876,0.0031207453,0.01109169,0.006073885,0.9643458,4
820,0.0016852149,0.97906846,0.0032788522,0.012521336,0.0034461822,1
821,0.97408515,0.0015139624,0.0058404976,0.0025504346,0.016009906,0
822,0.0059944466,0.003077261,0.96781504,0.011187207,0.011926038,2
823,0.00577755,0.0029861722,0.96939564,0.010780735,0.0110598765,2
824,0.0025350426,0.011964365,0.010671096,0.9687978,0.0060316445,3
825,0.97410476,0.0015148182,0.0058735325,0.002555367,0.015951477,0
826,0.973389,0.0015454084,0.006033049,0.0026135035,0.016419051,0
827,0.9744984,0.0015335226,0.00587692,0.0025732082,0.015517967,0
828,0.0025389653,0.011946667,0.010705739,0.96877056,0.0060380013,3
829,0.005832848,0.003014659,0.969167,0.010870218,0.011115304,2
830,0.0058332807,0.0029924677,0.96930516,0.010757741,0.011111402,2
831,0.0015263215,0.98070663,0.0029882886,0.011632711,0.003146014,1
832,0.0058555715,0.0030142216,0.96914726,0.01084587,0.011137033,2
833,0.0057504373,0.0029640782,0.969272,0.010753585,0.011259921,2
834,0.002540588,0.011956325,0.010713334,0.9687486,0.006041089,3
835,0.015283053,0.003165063,0.01134696,0.0061979666,0.964007,4
836,0.0026932582,0.013102746,0.011232196,0.96662486,0.006346958,3
837,0.9653333,0.0019227894,0.007646731,0.0032797058,0.021817498,0
838,0.9724439,0.0015864847,0.0062160455,0.0026874861,0.017066082,0
839,0.0058877086,0.003041078,0.9689402,0.010951644,0.011179317,2
840,0.0016299958,0.9797669,0.0031654583,0.012092755,0.0033448806,1
841,0.006048964,0.0031304574,0.96816605,0.011256273,0.011398286,2
842,0.01577567,0.003109945,0.011503987,0.006121567,0.96348876,4
843,0.005813727,0.002994843,0.96931154,0.010788258,0.011091564,2
844,0.0058423923,0.003012063,0.96917474,0.010847655,0.011123117,2
845,0.0027942194,0.014433402,0.011246145,0.96486413,0.0066621266,3
846,0.005994449,0.0030681053,0.9678876,0.011137669,0.011912131,2
847,0.0057859845,0.002992622,0.9693484,0.010804955,0.0110680945,2
848,0.0058185775,0.0030039349,0.9692495,0.010829673,0.0110983215,2
849,0.0058017587,0.002996899,0.96930903,0.010810891,0.01108138,2
850,0.002908569,0.014433209,0.012063555,0.9637916,0.0068030334,3
851,0.0058862963,0.0030524246,0.9688653,0.011011405,0.011184623,2
852,0.01530923,0.0031486521,0.011185646,0.006138119,0.9642184,4
853,0.97350365,0.0015403335,0.0060070627,0.0026039912,0.016344935,0
854,0.0058065834,0.002997687,0.9693001,0.010809973,0.011085713,2
855,0.018002415,0.0032920805,0.0115279555,0.0062827463,0.9608948,4
856,0.0015592857,0.9804105,0.0030457163,0.011778481,0.0032060423,1
857,0.016235273,0.0030820682,0.011092015,0.0059730974,0.96361756,4
858,0.9732379,0.0015529314,0.0060729804,0.002627721,0.01650848,0
859,0.015314468,0.0031800352,0.011477003,0.006245761,0.9637827,4
860,0.9733647,0.0015479645,0.006051091,0.0026187345,0.01641746,0
861,0.0015208246,0.9805744,0.00298719,0.011763968,0.0031536315,1
862,0.001615343,0.9796494,0.0031649915,0.012260772,0.0033094524,1
863,0.9738413,0.0015293653,0.005962556,0.0025841903,0.016082564,0
864,0.0016910675,0.978965,0.0032934453,0.012594128,0.0034564005,1
865,0.0025240825,0.011886881,0.010627101,0.9689484,0.006013473,3
866,0.028691137,0.012284497,0.8480357,0.042063966,0.06892467,2
867,0.0059790835,0.0031188324,0.9683168,0.011264973,0.011320343,2
868,0.015783632,0.0030851117,0.011353143,0.0060537234,0.9637243,4
869,0.015295056,0.0031604469,0.011240632,0.0061677448,0.9641361,4
870,0.9724874,0.001584352,0.0062053157,0.0026835268,0.017039433,0
871,0.9734443,0.0015459929,0.0060460796,0.0026154146,0.016348232,0
872,0.015389254,0.003158534,0.011507457,0.006215665,0.9637291,4
873,0.0058315275,0.0029928223,0.9693051,0.010761185,0.011109431,2
874,0.016017577,0.0031076297,0.011547388,0.006114061,0.9632134,4
875,0.0015732936,0.97993225,0.0030841115,0.0121371,0.0032733078,1
876,0.015591967,0.0030713966,0.011045331,0.0059799254,0.9643114,4
877,0.020194113,0.0034303723,0.012572612,0.0066011497,0.9572018,4
878,0.97364473,0.0015363576,0.0059953993,0.002597244,0.01622633,0
879,0.0015564392,0.9804906,0.0030345744,0.011713543,0.0032047986,1
880,0.0025481014,0.012028216,0.010734163,0.9686349,0.0060546845,3
881,0.0016108429,0.97999656,0.0031258783,0.0119538,0.0033129395,1
882,0.9706551,0.0016689298,0.006575521,0.0028340064,0.018266486,0
883,0.9732007,0.0015537739,0.0060731387,0.0026289183,0.016543517,0
884,0.97290975,0.0015685936,0.006152205,0.0026568298,0.016712649,0
885,0.020877771,0.0034982653,0.012890775,0.006734465,0.9559988,4
886,0.0025440932,0.012006285,0.010715146,0.9686874,0.0060470346,3
887,0.015299494,0.0031339093,0.011203826,0.006120899,0.9642419,4
888,0.0028219998,0.014599803,0.011396439,0.96449494,0.0066867783,3
889,0.005791524,0.002993943,0.969336,0.010805876,0.011072728,2
890,0.9725558,0.001582182,0.006203369,0.0026804085,0.016978256,0
891,0.0015100121,0.9807478,0.002965499,0.011652054,0.0031246725,1
892,0.0025255072,0.011982455,0.010593175,0.96888095,0.0060178647,3
893,0.008318262,0.85732216,0.018661894,0.098070465,0.017627198,1
894,0.06606588,0.023526013,0.64329195,0.07391199,0.19320424,2
895,0.9544447,0.002440001,0.009759458,0.004179149,0.029176727,0
896,0.0057570324,0.0029610568,0.96956134,0.010675955,0.011044548,2
897,0.0015142421,0.9807753,0.0029678561,0.011611521,0.0031311708,1
898,0.97296053,0.0015648133,0.00612693,0.0026492798,0.016698424,0
899,0.9731062,0.0015577341,0.006090989,0.0026360864,0.016609022,0
900,0.003549052,0.9578051,0.006827413,0.024769884,0.0070486427,1
901,0.005778459,0.002992257,0.9693553,0.010811622,0.011062309,2
902,0.005736094,0.0029339744,0.9696726,0.010574392,0.011082838,2
903,0.0016188438,0.9797208,0.0031618364,0.01218155,0.0033169552,1
904,0.9735358,0.0015421914,0.0060275374,0.0026083465,0.016286172,0
905,0.0025359008,0.011976434,0.010671804,0.9687826,0.0060332404,3
906,0.0058584833,0.0030165794,0.9691293,0.010854956,0.011140674,2
907,0.015333745,0.0031451676,0.011147842,0.0061235745,0.9642497,4
908,0.005795189,0.0029905492,0.969355,0.010785085,0.011074179,2
909,0.97299623,0.0015646373,0.0061332597,0.0026495743,0.016656268,0
910,0.9728184,0.0015694513,0.006139028,0.002656757,0.016816359,0
911,0.9732469,0.0015543501,0.0060860193,0.0026308377,0.016481929,0
912,0.11371394,0.027449453,0.3576761,0.07371841,0.42744204,4
913,0.97349566,0.0015442042,0.006038248,0.0026121412,0.016309774,0
914,0.0057634534,0.0029753924,0.96947247,0.010740745,0.011047928,2
915,0.97439855,0.0015429419,0.0059096003,0.0025881908,0.015560741,0
916,0.9743054,0.0015090215,0.0058450424,0.0025442182,0.015796334,0
917,0.005822656,0.0030095922,0.96920913,0.010854445,0.01110417,2
918,0.97311956,0.0015582223,0.0060984525,0.00263746,0.016586201,0
919,0.97391933,0.0015206616,0.005856838,0.0025608593,0.016142337,0
920,0.008149045,0.004110539,0.9557228,0.014974154,0.01704346,2
921,0.0057184193,0.00293967,0.9696303,0.010626395,0.011085183,2
922,0.97046787,0.0016783576,0.0066223335,0.002851367,0.01838002,0
923,0.015794592,0.0030648047,0.011156198,0.0059825876,0.96400183,4
924,0.015465714,0.0031313275,0.011045885,0.0060741506,0.9642829,4
925,0.97268593,0.0015760855,0.006173347,0.0026691866,0.016895454,0
926,0.005842045,0.002993455,0.9692889,0.01075413,0.011121484,2
927,0.0016157818,0.9796925,0.0031616574,0.012219511,0.003310445,1
928,0.005898178,0.003051531,0.96886015,0.01099524,0.01119495,2
929,0.0058213137,0.0029858733,0.96935755,0.010736256,0.011099005,2
930,0.002513877,0.0117082745,0.010629354,0.96914685,0.0060016913,3
931,0.015383676,0.0031454994,0.011447964,0.00618499,0.9638379,4
932,0.0057611605,0.0029675784,0.9695212,0.010703907,0.011046077,2
933,0.0058155865,0.002986254,0.96936184,0.010743522,0.011092878,2
934,0.9732267,0.0015539322,0.0060798232,0.0026297385,0.016509768,0
935,0.0057647456,0.002968264,0.96951485,0.010703629,0.011048549,2
936,0.9737539,0.0015311232,0.0059669204,0.0025872537,0.01616082,0
937,0.016206028,0.0030998506,0.01102989,0.0059874956,0.9636767,4
938,0.3123604,0.0154298665,0.06405035,0.028267646,0.5798917,4
939,0.9729018,0.0015668679,0.00613373,0.0026527527,0.016744774,0
940,0.9743661,0.0015110536,0.0058594057,0.0025477905,0.015715657,0
941,0.015314837,0.0031488047,0.011179247,0.0061365827,0.9642205,4
942,0.97409654,0.0015163884,0.005886304,0.002558817,0.015941931,0
943,0.9736712,0.0015361626,0.0059968308,0.0025970258,0.016198814,0
944,0.01533856,0.003109801,0.011178026,0.0060777855,0.9642958,4
945,0.9527664,0.002522192,0.010207657,0.0043355003,0.030168265,0
946,0.0057271067,0.0029779093,0.96945864,0.010797405,0.011038976,2
947,0.9734717,0.0015430219,0.0060268524,0.0026095498,0.016348895,0
948,0.373693,0.015733136,0.06654201,0.028797278,0.51523453,4
949,0.0057876795,0.0029880928,0.96937644,0.010780418,0.011067386,2
950,0.0025550695,0.012206294,0.010701073,0.96846783,0.0060697463,3
951,0.016652893,0.003123916,0.011142896,0.006024076,0.96305615,4
952,0.0025244378,0.011874333,0.010635621,0.9689513,0.0060142544,3
953,0.0015806761,0.9801851,0.0030855117,0.011902938,0.0032457686,1
954,0.9734308,0.0015450845,0.0060371384,0.0026134055,0.016373558,0
955,0.015642012,0.0030701559,0.011030917,0.005973387,0.9642836,4
956,0.01645016,0.0031001926,0.0111164395,0.00599397,0.9633392,4
957,0.97275555,0.0015734275,0.006163942,0.0026646552,0.016842388,0
958,0.005772976,0.0029858276,0.96940076,0.010784014,0.011056476,2
959,0.0025367185,0.011907938,0.010707284,0.96881366,0.0060344534,3
960,0.9738154,0.0015311134,0.005972777,0.0025875415,0.01609314,0
961,0.0058208783,0.0030034373,0.9692506,0.010824848,0.011100208,2
962,0.015653003,0.0030682674,0.01115407,0.005994545,0.96413016,4
963,0.00156799,0.9803806,0.0030551064,0.011770321,0.003226054,1
964,0.97322094,0.0015535253,0.0060754297,0.0026287753,0.016521322,0
965,0.015315509,0.0031255395,0.011162295,0.0060989405,0.96429765,4
966,0.002725957,0.013478265,0.011281195,0.9660917,0.006422852,3
967,0.9738295,0.0015310674,0.005973052,0.0025874416,0.016078943,0
968,0.0016006897,0.9797802,0.003139808,0.012197678,0.003281627,1
969,0.040692955,0.009601106,0.046559647,0.021290613,0.88185567,4
970,0.97334224,0.0015472178,0.0060398765,0.0026166744,0.016453987,0
971,0.0025706694,0.96863455,0.004992173,0.01863944,0.00516313,1
972,0.0015197509,0.9807714,0.0029751207,0.01159649,0.0031373133,1
973,0.005770704,0.0029662775,0.9695215,0.010687575,0.011053786,2
974,0.0058559827,0.003013029,0.9691543,0.010839451,0.011137217,2
975,0.0025366214,0.011906149,0.0107079595,0.96881455,0.0060346792,3
976,0.08211039,0.018815262,0.12969272,0.045400083,0.7239815,4
977,0.015627248,0.0030678846,0.011063618,0.005977498,0.96426374,4
978,0.9734022,0.001546706,0.0060462593,0.002616506,0.016388379,0
979,0.005795276,0.0029899215,0.96935886,0.01078199,0.011073944,2
980,0.015314466,0.003180035,0.011477002,0.0062457584,0.9637827,4
981,0.0057351445,0.0029706866,0.96951044,0.010748899,0.011034806,2
982,0.00575858,0.002981656,0.9694348,0.010778241,0.011046793,2
983,0.04726168,0.0060292706,0.022859972,0.011397002,0.9124521,4
984,0.0057792976,0.0029792169,0.969438,0.010743262,0.011060237,2
985,0.0015305397,0.980675,0.0029951786,0.011645677,0.0031535677,1
986,0.022048928,0.00455234,0.018926704,0.009404591,0.94506747,4
987,0.0057789637,0.0029864642,0.96939296,0.0107809715,0.011060649,2
988,0.005890664,0.0030487364,0.9688863,0.010988189,0.011186134,2
989,0.0057896725,0.0029731428,0.96946526,0.010702817,0.011069198,2
