,0,1,2,3,4,classe,grupo
79,0.0025590037,0.012083326,0.01078438,0.9684989,0.006074459,3,3
80,0.9735714,0.0015390536,0.0060085966,0.002602252,0.016278671,5,0
81,0.008318262,0.85732216,0.018661894,0.098070465,0.017627198,0,1
82,0.9735338,0.0015409241,0.0060175764,0.0026057393,0.016301945,2,0
83,0.9740909,0.0015180798,0.005899693,0.0025623667,0.015928978,2,0
84,0.0058229044,0.0030260992,0.9690967,0.010939593,0.011114724,1,2
85,0.0058135334,0.0029877117,0.96935534,0.010752468,0.011090914,4,2
86,0.00255094,0.012239822,0.010655542,0.9684882,0.0060655023,3,3
87,0.002564658,0.012212766,0.010765447,0.968371,0.006086113,3,3
88,0.0057627214,0.0029738953,0.9694823,0.010734542,0.011046526,4,2
89,0.016380802,0.0032014619,0.011095126,0.0061383354,0.96318424,5,4
90,0.9733262,0.0015504146,0.006066512,0.002623524,0.016433368,2,0
91,0.001561319,0.9804053,0.003047849,0.011774937,0.0032105453,0,1
92,0.97441494,0.0015031273,0.0057864976,0.0025297015,0.01576568,2,0
93,0.0015178684,0.98077613,0.0029719784,0.011597766,0.0031362558,0,1
94,0.0057573314,0.0030194856,0.9691544,0.010982117,0.011086678,2,2
95,0.9739938,0.001525836,0.005946415,0.0025772727,0.01595675,2,0
96,0.0026167026,0.012812768,0.010844333,0.96752495,0.006201284,3,3
97,0.00582184,0.0030283998,0.969081,0.010952744,0.011116014,1,2
98,0.001588163,0.98012906,0.003097042,0.011925014,0.0032607017,0,1
99,0.0025127055,0.011762624,0.0105980905,0.96912813,0.0059984834,3,3
100,0.973483,0.0015443087,0.006037748,0.0026122788,0.01632258,2,0
101,0.0025055776,0.011679027,0.010574722,0.96924543,0.0059952466,3,3
102,0.0025523945,0.012259742,0.01065665,0.9684623,0.0060689817,3,3
103,0.0025413076,0.011944238,0.010723809,0.96874803,0.0060425983,3,3
104,0.0069400687,0.003424115,0.9633534,0.012280505,0.014001901,4,2
105,0.0057422994,0.0029622957,0.96956176,0.010697979,0.011035764,1,2
106,0.005824475,0.003002378,0.96925396,0.010815753,0.011103394,4,2
107,0.015321581,0.0031428332,0.011158847,0.006123207,0.96425354,5,4
108,0.015796259,0.0030817934,0.01133525,0.006043922,0.96374273,5,4
109,0.093708515,0.029723972,0.3986227,0.08574972,0.3921951,4,2
110,0.019467063,0.0033507668,0.012445296,0.006490036,0.9582469,5,4
111,0.97291607,0.0015710988,0.0061724447,0.0026620196,0.01667833,2,0
112,0.0016837508,0.97912306,0.0032720575,0.012476771,0.0034443527,0,1
113,0.015741188,0.003070076,0.011016585,0.005965054,0.9642071,4,4
114,0.97457236,0.0015080287,0.005825939,0.0025388582,0.015554851,2,0
115,0.0025337439,0.011979608,0.0106547605,0.96880233,0.0060295723,3,3
116,0.9732375,0.0015534377,0.0060781417,0.0026288708,0.016501987,2,0
117,0.0015148434,0.98078996,0.0029683495,0.011597648,0.003129239,0,1
118,0.005765844,0.0029598228,0.9695614,0.010661291,0.011051682,4,2
119,0.0057876203,0.0029941378,0.96933734,0.01081115,0.011069728,1,2
120,0.0057864822,0.0029906777,0.9693607,0.010794462,0.011067695,1,2
121,0.0016426353,0.9795465,0.0031979708,0.012248478,0.003364407,0,1
122,0.015322162,0.0031262576,0.0111503685,0.0060969642,0.96430427,5,4
123,0.0057835192,0.003002457,0.9692835,0.010858807,0.011071708,1,2
124,0.02096443,0.0035963994,0.012621495,0.0068165436,0.95600116,5,4
125,0.0058011287,0.003004669,0.9692583,0.010851363,0.011084512,1,2
126,0.002521605,0.0118645225,0.010619294,0.96898466,0.0060098427,3,3
127,0.9735715,0.001539053,0.0060085924,0.0026022505,0.016278662,5,0
128,0.97414076,0.0015196197,0.0059112664,0.0025651362,0.015863186,2,0
129,0.97345865,0.0015450675,0.0060407696,0.0026136462,0.01634185,2,0
130,0.002517996,0.011835224,0.01060545,0.96903706,0.006004322,3,3
131,0.9742521,0.001508071,0.0058111562,0.0025392112,0.015889516,2,0
132,0.0017031193,0.9789019,0.003309041,0.0126043875,0.0034814423,0,1
133,0.005719792,0.0029413318,0.96965605,0.010626027,0.01105672,4,2
134,0.005785367,0.0029631148,0.9695248,0.010657708,0.011069003,1,2
135,0.015430473,0.003118059,0.01104811,0.0060572424,0.96434605,5,4
136,0.9746992,0.0015036348,0.0057359454,0.0025218013,0.015539421,2,0
137,0.00578759,0.0029746895,0.9694583,0.010712582,0.011066875,1,2
138,0.016077816,0.0031085166,0.010995456,0.0059994916,0.9638187,4,4
139,0.01537248,0.0031291915,0.011095669,0.0060867234,0.9643159,5,4
140,0.97316736,0.0015550324,0.006077946,0.0026311155,0.016568597,2,0
141,0.9732162,0.0015568434,0.006101971,0.0026356839,0.016489336,2,0
142,0.005782304,0.0029867955,0.96938854,0.010779369,0.011062941,4,2
143,0.9731383,0.0015556338,0.0060778717,0.002631911,0.016596306,2,0
144,0.03288267,0.004715493,0.017954864,0.009029615,0.9354174,5,4
145,0.015667787,0.0030686597,0.01116601,0.0059974217,0.9641001,4,4
146,0.0025122578,0.011720438,0.010612349,0.96915597,0.0059989924,3,3
147,0.0057793423,0.002991466,0.96936005,0.010806037,0.011063133,1,2
148,0.9745769,0.001506722,0.005820274,0.002536703,0.0155594,2,0
149,0.97348636,0.0015444715,0.0060392926,0.0026126257,0.016317204,2,0
150,0.004198866,0.025289457,0.015912868,0.94471663,0.009882185,0,3
151,0.016696626,0.0031945214,0.011134402,0.0061217183,0.9628527,4,4
152,0.9744014,0.0015097401,0.005850863,0.0025450464,0.015692877,2,0
153,0.0016945814,0.978808,0.0033109456,0.012724729,0.003461791,0,1
154,0.0015446907,0.98059916,0.0030133277,0.011657702,0.0031851328,0,1
155,0.0025274507,0.011735639,0.010715193,0.96899843,0.006023217,3,3
156,0.005729752,0.002990713,0.96936476,0.010862328,0.01105247,1,2
157,0.0025970174,0.012653193,0.0107825855,0.96780723,0.0061599584,3,3
158,0.0207044,0.004314923,0.017615056,0.008870777,0.9484948,4,4
159,0.0058357064,0.0029979942,0.96926934,0.010783089,0.011113875,4,2
160,0.015304989,0.0031319177,0.011184949,0.006113677,0.96426445,5,4
161,0.9725558,0.001582182,0.006203369,0.0026804085,0.016978256,2,0
162,0.015464393,0.0030860004,0.011194427,0.00603904,0.9642161,5,4
163,0.97413033,0.0015181483,0.00590237,0.0025624956,0.0158867,2,0
164,0.0058640274,0.0029784217,0.96933836,0.010661823,0.011157331,1,2
165,0.0057419254,0.002954674,0.9696044,0.0106606595,0.011038321,1,2
166,0.005718025,0.0029489603,0.9696298,0.010662579,0.011040653,4,2
167,0.015407625,0.003091863,0.01116685,0.0060454793,0.9642882,5,4
168,0.005774451,0.0029710352,0.9694912,0.010707486,0.011055836,1,2
169,0.9732542,0.0015515642,0.0060632247,0.0026249168,0.016506046,2,0
170,0.0015674357,0.9803938,0.0030530419,0.011759456,0.0032262467,0,1
171,0.015348899,0.0031170559,0.011275253,0.0061084153,0.9641504,5,4
172,0.0057771555,0.0029861736,0.969396,0.010781681,0.011058998,4,2
173,0.9737795,0.001526038,0.0059137945,0.0025748326,0.016205898,2,0
174,0.005746159,0.0029694457,0.96951735,0.010730245,0.011036802,2,2
175,0.973211,0.0015507675,0.006039487,0.0026213743,0.01657735,2,0
176,0.973305,0.0015524724,0.0060796156,0.0026275376,0.016435374,2,0
177,0.0058499915,0.0030125238,0.96863496,0.010947756,0.011554718,1,2
178,0.017809806,0.007935458,0.9070866,0.027574873,0.039593264,4,2
179,0.0057926932,0.002988067,0.96937263,0.010775139,0.011071434,4,2
180,0.03611885,0.007942702,0.0375263,0.017265543,0.9011466,5,4
181,0.77839094,0.00921423,0.038493864,0.016267,0.157634,5,0
182,0.0058162366,0.002981355,0.9693894,0.010718677,0.011094322,4,2
183,0.97167516,0.0016197709,0.0063398434,0.0027443345,0.017620884,2,0
184,0.9743444,0.0015075576,0.00583586,0.0025412056,0.015771022,2,0
185,0.97218263,0.001599966,0.0062875855,0.0027128323,0.01721695,2,0
186,0.97297776,0.0015638222,0.006121252,0.002647373,0.016689815,2,0
187,0.9736934,0.0015293779,0.0059040035,0.0025777945,0.01629548,2,0
188,0.4306288,0.015640974,0.06525298,0.028357144,0.46012005,5,4
189,0.0059724636,0.0032150908,0.9675233,0.011812174,0.01147699,4,2
190,0.0049351472,0.017626358,0.023737572,0.94164586,0.012055061,0,3
191,0.0025173586,0.011828982,0.010603846,0.96904606,0.0060037454,3,3
192,0.0057928287,0.0029806246,0.96941835,0.010737066,0.011071201,1,2
193,0.002555647,0.012122219,0.010743847,0.9685097,0.0060685733,3,3
194,0.97442615,0.001510116,0.005851275,0.0025453328,0.015667127,2,0
195,0.97098094,0.0016536562,0.0065099173,0.0028070065,0.018048516,5,0
196,0.005852167,0.0029449568,0.96947885,0.010521826,0.011202113,4,2
197,0.16340585,0.012410331,0.05140002,0.023232106,0.7495517,5,4
198,0.9746374,0.001511816,0.005822207,0.0025419805,0.015486515,5,0
199,0.5777287,0.01406244,0.057862625,0.025084276,0.325262,2,0
200,0.973471,0.0015401951,0.0059959097,0.0026026762,0.016390271,2,0
201,0.0057818545,0.0029661846,0.96951187,0.01067671,0.011063336,4,2
202,0.005820707,0.0030091442,0.9692137,0.010854205,0.011102204,4,2
203,0.97348666,0.0015459752,0.006050499,0.00261559,0.016301278,2,0
204,0.0025236257,0.011880899,0.010626841,0.9689555,0.006013062,3,3
205,0.005839322,0.0030090716,0.969197,0.010835237,0.011119434,4,2
206,0.005822701,0.003048717,0.96893096,0.011060759,0.011136884,2,2
207,0.015519963,0.003076598,0.011154875,0.0060145454,0.964234,5,4
208,0.27118552,0.014960179,0.06173814,0.02749487,0.62462133,5,4
209,0.0015210507,0.9807646,0.0029770022,0.01159781,0.0031395738,0,1
210,0.005795285,0.0029885327,0.9693675,0.010774498,0.011074086,1,2
211,0.97338307,0.0015489483,0.00606128,0.0026209462,0.016385717,2,0
212,0.015814753,0.0030820318,0.01098916,0.005972226,0.96414185,5,4
213,0.9728409,0.0015696189,0.0061475416,0.0026578377,0.016784076,2,0
214,0.0015098045,0.98077464,0.002963788,0.011629322,0.0031224068,0,1
215,0.00161759,0.9799049,0.003141649,0.012013817,0.0033220348,0,1
216,0.002195782,0.97001606,0.0044765086,0.018780453,0.004531182,0,1
217,0.97307086,0.0015582747,0.006086667,0.002636392,0.016647827,2,0
218,0.9737742,0.001532444,0.005979016,0.0025900535,0.01612435,2,0
219,0.005741378,0.0029520928,0.96961796,0.010649461,0.011039081,4,2
220,0.9684311,0.0019277509,0.007624232,0.0032606714,0.01875628,5,0
221,0.002562413,0.012035766,0.010828745,0.9684915,0.0060815993,3,3
222,0.055252895,0.012021733,0.0661098,0.027234707,0.83938086,5,4
223,0.97226435,0.001595803,0.0062664277,0.002705105,0.017168371,2,0
224,0.9735978,0.0015388741,0.006010268,0.0026020976,0.016250847,5,0
225,0.015859954,0.0030642054,0.0110877855,0.005965202,0.9640229,2,4
226,0.005748421,0.0029408399,0.96966225,0.010588415,0.0110601485,1,2
227,0.9726408,0.0015793202,0.006195926,0.0026757864,0.016908132,2,0
228,0.0058419,0.0030237562,0.9690987,0.010907752,0.0111278985,1,2
229,0.005783851,0.0029619155,0.9695328,0.010653387,0.011068099,1,2
230,0.01698247,0.003128338,0.01132244,0.0060518095,0.96251494,5,4
231,0.97369397,0.0015298261,0.0059372014,0.0025824746,0.01625649,2,0
232,0.0057651172,0.002978509,0.9694521,0.010755479,0.011048774,4,2
233,0.015311654,0.0031424346,0.011173005,0.006126203,0.9642467,5,4
234,0.0025190415,0.011735511,0.010656026,0.9690809,0.0060085105,3,3
235,0.9728419,0.0015696647,0.0061473553,0.0026578999,0.016783174,2,0
236,0.97394276,0.0015265868,0.0059497226,0.0025788627,0.016002076,2,0
237,0.7635296,0.009672297,0.04017281,0.017065909,0.16955937,5,0
238,0.9727847,0.0015707267,0.0061422614,0.0026588049,0.016843555,2,0
239,0.0058292868,0.0030131831,0.9691798,0.010866309,0.011111394,5,2
240,0.016334303,0.0031164866,0.011045204,0.0060087224,0.9634953,5,4
241,0.005829547,0.0030240996,0.96910614,0.010922625,0.011117558,4,2
242,0.015334417,0.0031336227,0.011132516,0.0061033852,0.96429604,5,4
243,0.005847656,0.003027448,0.96906894,0.010921196,0.01113474,1,2
244,0.9731471,0.0015568759,0.006091838,0.0026349672,0.01656922,2,0
245,0.005842639,0.0030089978,0.969194,0.010831788,0.0111226095,4,2
246,0.0015330208,0.9806866,0.0029938335,0.0116212135,0.0031653708,0,1
247,0.0025905326,0.01248803,0.0108167855,0.96796525,0.006139431,3,3
248,0.9718416,0.001612558,0.006319466,0.0027327198,0.017493643,5,0
249,0.001508591,0.9807406,0.0029649434,0.011664575,0.0031213076,0,1
250,0.9737677,0.0015302737,0.0059615416,0.0025855713,0.016154865,2,0
251,0.002540064,0.011994606,0.010692807,0.96873224,0.0060402397,3,3
252,0.78985626,0.0088525945,0.037267353,0.015649298,0.14837447,5,0
253,0.017491393,0.0031647894,0.011571291,0.0061327154,0.9616398,5,4
254,0.9737444,0.0015333958,0.00598345,0.0025918416,0.016146885,2,0
255,0.005822248,0.0030114222,0.96919745,0.010864203,0.011104716,1,2
256,0.9727406,0.0015729814,0.0061554695,0.0026631763,0.016867738,2,0
257,0.002543858,0.012072727,0.0106836725,0.96865225,0.00604752,3,3
258,0.9737897,0.0015307467,0.0059681525,0.0025867482,0.016124763,2,0
259,0.016160088,0.003076364,0.011300532,0.0060103917,0.96345264,5,4
260,0.00884898,0.0043872353,0.9522778,0.015876545,0.018609433,4,2
261,0.001521143,0.9804615,0.0029961925,0.011865353,0.0031558408,0,1
262,0.005897749,0.0030408585,0.968931,0.01094091,0.011189488,4,2
263,0.0015875382,0.98010117,0.0030993223,0.01195365,0.0032583345,0,1
264,0.002537377,0.012054743,0.010645666,0.96872544,0.006036815,3,3
265,0.0025755859,0.012311538,0.010795655,0.9682096,0.006107594,3,3
266,0.0015764387,0.9802556,0.0030750134,0.011854032,0.0032388847,0,1
267,0.0059961607,0.0031112765,0.96835405,0.011207913,0.011330589,0,2
268,0.005785606,0.0029817193,0.9694179,0.010750199,0.011064561,4,2
269,0.005784515,0.0029820884,0.9694164,0.01075333,0.011063582,4,2
270,0.0015273043,0.9807114,0.0029885315,0.011624119,0.0031486219,0,1
271,0.005807202,0.0030233015,0.9691251,0.010941904,0.01110252,1,2
272,0.97471935,0.0014993834,0.005757168,0.0025197961,0.015504272,2,0
273,0.97435546,0.0015110917,0.0058600404,0.0025479828,0.015725525,2,0
274,0.0025158327,0.011838392,0.010588198,0.9690556,0.0060019884,3,3
275,0.97363836,0.0015393096,0.0060159187,0.0026030561,0.016203323,2,0
276,0.015440096,0.0030932964,0.011048414,0.0060207034,0.9643975,5,4
277,0.97369576,0.0015342794,0.005985086,0.0025933506,0.01619154,2,0
278,0.01547256,0.0031286138,0.0114512285,0.0061553423,0.9637923,4,4
279,0.0016132002,0.97988296,0.003141358,0.012053588,0.0033089363,0,1
280,0.005740421,0.0029367465,0.9695639,0.010602495,0.011156428,4,2
281,0.0015568557,0.9804105,0.0030437368,0.011788215,0.0032006688,0,1
282,0.9719501,0.0016063243,0.0062365336,0.002714882,0.017492093,2,0
283,0.0015158915,0.98078,0.0029698128,0.011601576,0.0031327442,0,1
284,0.9714315,0.0016330288,0.006424172,0.0027708258,0.017740482,5,0
285,0.01538363,0.00316091,0.011135314,0.0061410726,0.9641791,5,4
286,0.00576955,0.0029816574,0.9694295,0.010766253,0.011053006,1,2
287,0.005791683,0.0029975588,0.9693121,0.01082471,0.01107394,4,2
288,0.00252249,0.011857298,0.010629113,0.9689798,0.0060113575,3,3
289,0.0015388754,0.98060477,0.003009393,0.011678356,0.0031686178,0,1
290,0.005814347,0.0030375733,0.9690176,0.01101001,0.0111204805,1,2
291,0.9735781,0.0015401475,0.006016836,0.0026044976,0.016260408,2,0
292,0.9731698,0.0015556109,0.006084084,0.002632496,0.016557995,2,0
293,0.00578676,0.0029884812,0.9693747,0.010783362,0.011066759,4,2
294,0.0016989772,0.9789935,0.0032965955,0.012535578,0.0034752898,0,1
295,0.003513902,0.019900234,0.013591467,0.95463383,0.008360552,0,3
296,0.0058872155,0.0030348473,0.9689814,0.010920333,0.011176212,4,2
297,0.9731875,0.0015540378,0.0060737017,0.002629317,0.016555427,2,0
298,0.017243007,0.003163498,0.011335741,0.0060943007,0.96216345,2,4
299,0.9117283,0.004347135,0.01785368,0.0075470936,0.058523737,5,0
300,0.0025235612,0.01186016,0.010635668,0.96896756,0.0060130265,3,3
301,0.005790114,0.0029786583,0.9694325,0.010730431,0.011068315,4,2
302,0.005892464,0.0030643616,0.968777,0.011067582,0.0111986175,1,2
303,0.9732649,0.0015515568,0.006065477,0.002625111,0.016492894,2,0
304,0.005779513,0.0030193317,0.9691613,0.01095251,0.011087286,1,2
305,0.0015502283,0.98055434,0.003022301,0.011677456,0.003195674,0,1
306,0.0025116482,0.011719518,0.010608083,0.9691626,0.005998155,3,3
307,0.01720082,0.0032657825,0.011297021,0.006232526,0.9620039,5,4
308,0.0025457805,0.012131517,0.010670237,0.96860003,0.0060524116,3,3
309,0.0025175416,0.011923314,0.010560813,0.9689919,0.0060064746,3,3
310,0.97369814,0.0015349464,0.005990515,0.0025947285,0.016181696,2,0
311,0.97281545,0.0015707685,0.006151922,0.0026598538,0.0168021,2,0
312,0.005765007,0.0029580244,0.9695716,0.010652752,0.011052685,1,2
313,0.0016606356,0.9794292,0.0032232248,0.012284458,0.0034024913,0,1
314,0.9735522,0.0015389723,0.0060043694,0.0026018103,0.01630261,2,0
315,0.024016323,0.0038360185,0.014068376,0.007331175,0.9507481,5,4
316,0.015672065,0.00307339,0.011011388,0.0059716115,0.9642716,5,4
317,0.002531962,0.011748935,0.010741066,0.968947,0.00603104,3,3
318,0.9733359,0.0015479095,0.006045332,0.0026181517,0.016452711,2,0
319,0.002528038,0.011953827,0.010625926,0.9688714,0.0060207723,3,3
320,0.0025130024,0.011724082,0.010615934,0.969148,0.005998991,3,3
321,0.005776313,0.0029834118,0.9694143,0.010768439,0.011057626,4,2
322,0.081852555,0.008564423,0.03291581,0.015993966,0.86067325,5,4
323,0.005838286,0.003004971,0.96922374,0.010815691,0.011117332,4,2
324,0.9735998,0.0015392357,0.0060123443,0.0026027958,0.016245864,2,0
325,0.005815426,0.002982987,0.96938103,0.010727475,0.0110931145,4,2
326,0.0058157607,0.0029996927,0.96927917,0.010810967,0.011094397,4,2
327,0.0023861222,0.9707165,0.004643352,0.017448861,0.0048052603,0,1
328,0.0025083427,0.011653989,0.0106076095,0.9692316,0.0059984718,3,3
329,0.0058314,0.0030265292,0.969088,0.0109329745,0.0111210365,1,2
330,0.016222468,0.0031630148,0.01103722,0.006079097,0.96349823,5,4
331,0.0026165596,0.012693824,0.010900678,0.96759593,0.006192962,3,3
332,0.016362524,0.0030913353,0.0111102965,0.0059839706,0.9634518,5,4
333,0.0015805811,0.9801945,0.0030844794,0.011894488,0.0032458843,0,1
334,0.97340745,0.0015468557,0.006049136,0.0026169308,0.016379626,2,0
335,0.0057605873,0.0029685234,0.9695159,0.010709104,0.0110458415,1,2
336,0.0058620595,0.00302251,0.96852946,0.010992191,0.011593759,1,2
337,0.97471005,0.0014988576,0.005754935,0.002519009,0.015517174,2,0
338,0.016218672,0.00308805,0.011412882,0.006048011,0.96323234,4,4
339,0.97400236,0.0015256463,0.005945032,0.0025768625,0.015950128,2,0
340,0.97429323,0.0015196983,0.00590386,0.002563204,0.015720073,5,0
341,0.015584189,0.0030705226,0.011133485,0.005997418,0.96421444,5,4
342,0.0057196175,0.0029507638,0.9696227,0.010668477,0.011038402,1,2
343,0.001808798,0.97712886,0.0035598557,0.013817339,0.0036851668,0,1
344,0.005812884,0.002971255,0.9694493,0.010671759,0.011094892,4,2
345,0.97427166,0.001510269,0.0058527743,0.0025467698,0.015818492,2,0
346,0.008859269,0.0720097,0.030089632,0.8683761,0.02066539,0,3
347,0.9743546,0.0015272974,0.0059174644,0.0025727004,0.015627962,5,0
348,0.0058856895,0.0030524286,0.96886575,0.011012129,0.0111839855,1,2
349,0.9740951,0.0015561967,0.006016401,0.0026180933,0.015714176,5,0
350,0.9730338,0.0015616565,0.0061137644,0.0026436471,0.016647192,2,0
351,0.973776,0.0015303353,0.0059632338,0.00258579,0.016144605,2,0
352,0.0025061346,0.011707858,0.010568488,0.96922415,0.005993452,3,3
353,0.0025416666,0.012161737,0.010625885,0.96862257,0.006048221,3,3
354,0.97436476,0.0015104486,0.005856151,0.0025467349,0.015721863,2,0
355,0.005806579,0.0030031316,0.9692646,0.010837862,0.011087789,4,2
356,0.016068656,0.0031743604,0.01104219,0.006103425,0.9636114,5,4
357,0.9740174,0.0015235752,0.0059334,0.0025730366,0.015952619,2,0
358,0.96781963,0.0018034686,0.0071434216,0.0030703542,0.020163119,5,0
359,0.0015144366,0.9807027,0.0029723174,0.011674206,0.0031362348,0,1
360,0.97334075,0.0015536919,0.0060908436,0.0026300037,0.016384732,2,0
361,0.0025090317,0.011667287,0.010608334,0.96921736,0.005997898,3,3
362,0.005858221,0.0030191448,0.96911335,0.010868,0.011141304,4,2
363,0.97081286,0.0016621678,0.006552668,0.0028227402,0.018149665,5,0
364,0.97458905,0.001505692,0.0058142985,0.0025347532,0.015556155,2,0
365,0.0058109425,0.0030230107,0.9691255,0.010936488,0.011104093,1,2
366,0.015668536,0.003069723,0.011178253,0.006001598,0.9640819,4,4
367,0.0057844273,0.0029623187,0.96953,0.010655321,0.011067962,4,2
368,0.015294132,0.0031366455,0.011242696,0.0061334413,0.96419305,5,4
369,0.016388921,0.0031510603,0.0110570565,0.0060573416,0.9633456,2,4
370,0.0025111486,0.011592817,0.010648729,0.9692373,0.006009985,3,3
